;codgeo;libgeo;date_arrete;nb_vp_rechargeables_el;nb_vp_rechargeables_gaz;nb_vp
256789;56080;GUILLIERS;2021-12-31;4;0;1398
256793;56081;GUISCRIFF;2022-12-31;12;0;2913
256797;56082;HELLÉAN;2023-03-31;2;0;432
256802;56083;HENNEBONT;2023-03-31;155;0;15808
256806;56084;LE HÉZO;2022-06-30;20;0;962
256809;56085;HOEDIC;2022-12-31;1;0;73
256816;56086;ÎLE-D'HOUAT;2023-03-31;0;0;123
256820;56087;ÎLE-AUX-MOINES;2023-03-31;11;0;644
256827;56088;ÎLE-D'ARZ;2023-03-31;7;0;270
256830;56089;INGUINIEL;2023-03-31;32;0;2657
256835;56090;INZINZAC-LOCHRIST;2023-03-31;57;0;6583
256838;56091;JOSSELIN;2022-06-30;18;0;2340
256841;56092;KERFOURN;2022-09-30;6;0;976
256844;56093;KERGRIST;2021-12-31;4;0;829
256846;56094;KERVIGNAC;2023-03-31;116;0;7327
256849;56096;LANDAUL;2023-03-31;36;0;2529
256851;56097;LANDÉVANT;2022-12-31;43;0;3838
256852;56098;LANESTER;2020-12-31;133;1;21200
256854;56099;LANGOËLAN;2022-09-30;3;0;522
256857;56100;LANGONNET;2023-03-31;10;0;2308
256860;56101;LANGUIDIC;2022-12-31;95;0;8915
256862;56102;FORGES DE LANOUÉE;2021-12-31;5;0;2472
256864;56103;LANTILLAC;2023-03-31;4;0;346
256869;56104;LANVAUDAN;2022-09-30;7;0;880
256874;56105;LANVÉNÉGEN;2023-03-31;8;0;1443
256878;56106;LARMOR-BADEN;2022-12-31;26;1;1172
256884;56107;LARMOR-PLAGE;2023-03-31;220;0;9018
256892;56109;LAUZACH;2022-03-31;4;0;1293
256895;56110;LIGNOL;2023-03-31;12;0;1046
256898;56111;LIMERZEL;2022-09-30;6;0;1523
256903;56112;LIZIO;2023-03-31;5;0;934
256904;56113;LOCMALO;2020-12-31;1;0;989
256909;56114;LOCMARIA;2023-03-31;31;0;1267
256912;56115;LOCMARIA-GRAND-CHAMP;2022-12-31;16;3;1740
256915;56116;LOCMARIAQUER;2022-06-30;23;0;2043
256918;56117;LOCMINÉ;2022-03-31;22;17;4457
256922;56118;LOCMIQUÉLIC;2022-12-31;37;1;4146
256929;56119;LOCOAL-MENDON;2022-12-31;47;0;3825
256930;56120;LOCQUELTAS;2020-12-31;8;0;1920
256936;56121;LORIENT;2022-12-31;530;2;50206
256941;56122;LOYAT;2022-12-31;12;0;1851
256944;56123;MALANSAC;2022-06-30;14;0;2446
256947;56124;MALESTROIT;2023-03-31;29;0;2498
256951;56125;MALGUÉNAC;2022-06-30;19;0;2161
256955;56126;MARZAN;2023-03-31;23;0;2686
256959;56127;MAURON;2022-12-31;18;2;3676
256962;56128;MELRAND;2023-03-31;12;0;1973
256964;56129;MÉNÉAC;2022-06-30;7;0;1808
256968;56130;MERLEVENEZ;2022-12-31;36;0;3467
256971;56131;MESLAN;2021-12-31;9;0;1635
256974;56132;MEUCON;2022-12-31;28;0;2302
256978;56133;MISSIRIAC;2023-03-31;7;0;1274
256983;56134;MOHON;2022-12-31;7;0;1113
256984;56135;MOLAC;2021-06-30;5;0;1686
256988;56136;MONTENEUF;2022-09-30;6;0;856
256992;56137;MONTERBLANC;2023-03-31;33;0;3285
256997;56139;MONTERTELOT;2022-12-31;4;0;421
257003;56140;MORÉAC;2023-03-31;47;0;4133
257007;56141;MOUSTOIR-AC;2022-12-31;24;0;2007
257012;56143;MUZILLAC;2023-03-31;76;0;5491
257016;56144;ÉVELLYS;2022-12-31;20;0;3909
257019;56145;NÉANT-SUR-YVEL;2023-03-31;8;0;1133
257022;56146;NEULLIAC;2022-06-30;12;0;1669
257024;56147;NIVILLAC;2022-09-30;44;1;5035
257028;56148;NOSTANG;2021-12-31;11;0;1791
257032;56149;NOYAL-MUZILLAC;2023-03-31;19;0;2864
257035;56151;NOYAL-PONTIVY;2022-12-31;40;0;4269
257039;56152;LE PALAIS;2022-09-30;165;0;3673
257044;56153;PÉAULE;2023-03-31;26;0;3059
257049;56154;PEILLAC;2023-03-31;10;0;2285
257052;56155;PÉNESTIN;2022-06-30;29;0;2649
257055;56156;PERSQUEN;2023-03-31;0;0;398
257059;56157;PLAUDREN;2023-03-31;24;0;2100
257060;56158;PLESCOP;2021-09-30;48;0;6051
257062;56159;PLEUCADEUC;2022-12-31;14;0;2115
257064;56160;PLEUGRIFFET;2023-03-31;9;0;1376
257068;56161;PLOEMEL;2022-06-30;48;1;3360
257070;56162;PLOEMEUR;2021-12-31;253;0;18925
257073;56163;PLOËRDUT;2022-09-30;8;0;1521
257078;56164;PLOEREN;2023-03-31;173;0;7154
257080;56165;PLOËRMEL;2023-03-31;138;0;10479
257084;56166;PLOUAY;2021-12-31;37;0;5944
257088;56167;PLOUGOUMELEN;2023-03-31;45;0;2842
257091;56168;PLOUHARNEL;2022-12-31;41;0;2508
257092;56169;PLOUHINEC;2021-06-30;28;0;6259
257095;56170;PLOURAY;2022-09-30;7;0;1178
257100;56171;PLUHERLIN;2022-09-30;9;0;1703
257104;56172;PLUMELEC;2023-03-31;21;1;3073
257108;56173;PLUMÉLIAU-BIEUZY;2022-03-31;29;0;4870
257111;56175;PLUMERGAT;2022-09-30;48;0;4203
257114;56176;PLUNERET;2022-09-30;66;0;6429
257119;56177;PLUVIGNER;2022-12-31;93;1;8302
257125;56178;PONTIVY;2022-09-30;145;1;13519
257130;56179;PONT-SCORFF;2023-03-31;52;0;4049
257132;56180;PORCARO;2021-06-30;1;0;814
257138;56182;PRIZIAC;2021-12-31;9;0;1299
257140;56184;QUESTEMBERT;2022-09-30;64;0;8324
257146;56185;QUÉVEN;2023-03-31;128;0;9218
257149;56186;QUIBERON;2022-09-30;76;0;5798
257151;56189;RADENAC;2022-09-30;7;0;1091
257155;56191;RÉMINIAC;2023-03-31;2;0;501
257157;56193;RIANTEC;2022-09-30;65;0;6126
257165;56195;LA ROCHE-BERNARD;2022-12-31;11;1;895
257167;56196;ROCHEFORT-EN-TERRE;2023-03-31;9;0;647
257171;56197;VAL D'OUST;2022-12-31;25;1;2853
257172;56198;ROHAN;2021-12-31;6;0;1873
257175;56199;ROUDOUALLEC;2022-12-31;6;0;917
257182;56201;LE SAINT;2022-09-30;4;0;846
257186;56202;SAINT-ABRAHAM;2022-09-30;5;0;599
257194;56204;SAINT-ALLOUESTRE;2023-03-31;4;0;783
257200;56206;SAINT-AVÉ;2022-12-31;179;2;11855
257206;56208;SAINT-BRIEUC-DE-MAURON;2023-03-31;2;0;424
257209;56209;SAINTE-BRIGITTE;2022-09-30;6;0;254
257211;56210;SAINT-CARADEC-TRÉGOMEL;2023-03-31;5;0;588
257216;56211;SAINT-CONGARD;2023-03-31;6;0;868
257218;56212;SAINT-DOLAY;2021-12-31;16;0;2883
257219;56213;SAINT-GÉRAND;2022-12-31;10;0;1352
257223;56214;SAINT-GILDAS-DE-RHUYS;2022-09-30;47;0;2552
257229;56215;SAINT-GONNERY;2022-09-30;6;0;1214
257238;56218;SAINT-GRAVÉ;2023-03-31;5;0;935
257241;56219;SAINT-GUYOMARD;2022-12-31;13;0;1380
257247;56221;SAINT-JACUT-LES-PINS;2022-12-31;5;0;1776
257250;56222;SAINT-JEAN-BRÉVELAY;2022-12-31;17;0;3140
257253;56223;SAINT-JEAN-LA-POTERIE;2021-09-30;5;0;1662
257255;56224;SAINT-LAURENT-SUR-OUST;2022-12-31;3;0;410
257257;56225;SAINT-LÉRY;2022-12-31;1;0;208
257262;56226;SAINT-MALO-DE-BEIGNON;2022-12-31;6;1;534
257268;56227;SAINT-MALO-DES-TROIS-FONTAINES;2022-12-31;4;0;623
257273;56229;SAINT-MARTIN-SUR-OUST;2022-12-31;5;0;1455
257277;56230;SAINT-NICOLAS-DU-TERTRE;2023-03-31;1;0;563
257283;56231;SAINT-NOLFF;2023-03-31;64;2;4600
257285;56232;SAINT-PERREUX;2021-12-31;5;0;1322
257292;56234;SAINT-PIERRE-QUIBERON;2023-03-31;45;0;2971
257295;56236;SAINT-SERVANT;2022-06-30;6;0;975
257298;56237;SAINT-THURIAU;2022-12-31;21;0;2201
257301;56238;SAINT-TUGDUAL;2022-12-31;2;0;410
257303;56239;SAINT-VINCENT-SUR-OUST;2022-12-31;15;0;1756
257308;56240;SARZEAU;2023-03-31;237;0;10402
257312;56241;SAUZON;2022-09-30;22;0;1303
257314;56242;SÉGLIEN;2022-09-30;1;0;783
257317;56243;SÉNÉ;2022-09-30;155;2;9459
257320;56244;SÉRENT;2022-09-30;14;0;3446
257321;56245;SILFIAC;2022-09-30;1;0;511
257326;56246;LE SOURN;2022-12-31;13;0;2269
257327;56247;SULNIAC;2021-12-31;23;0;3946
257331;56248;SURZUR;2023-03-31;89;0;5012
257334;56249;TAUPONT;2022-06-30;11;0;2438
257337;56250;THÉHILLAC;2023-03-31;4;0;734
257342;56251;THEIX-NOYALO;2023-03-31;197;0;9126
257344;56252;LE TOUR-DU-PARC;2022-12-31;38;0;1565
257348;56253;TRÉAL;2022-09-30;1;0;824
257351;56254;TRÉDION;2023-03-31;8;0;1362
257353;56255;TREFFLÉAN;2022-12-31;24;0;2404
257355;56256;TRÉHORENTEUC;2022-09-30;0;0;148
257359;56257;LA TRINITÉ-PORHOËT;2023-03-31;3;0;826
257362;56258;LA TRINITÉ-SUR-MER;2022-09-30;49;0;2360
257365;56259;LA TRINITÉ-SURZUR;2022-09-30;17;0;1645
257367;56260;VANNES;2021-12-31;747;16;53995
257369;56261;LA VRAIE-CROIX;2022-09-30;11;0;1575
257373;56262;BONO;2022-12-31;35;0;2762
257376;56263;SAINTE-ANNE-D'AURAY;2023-03-31;34;0;2577
257380;56264;KERNASCLÉDEN;2023-03-31;5;0;454
257384;57002;ABONCOURT-SUR-SEILLE;2022-06-30;0;0;87
257387;57003;ABRESCHVILLER;2022-06-30;12;0;1499
257391;57004;ACHAIN;2022-09-30;2;0;86
257395;57006;ACHEN;2022-12-31;12;0;1126
257398;57007;ADAINCOURT;2022-12-31;3;0;125
257400;57008;ADELANGE;2022-09-30;4;0;264
257402;57009;AJONCOURT;2022-06-30;1;0;120
257406;57010;ALAINCOURT-LA-CÔTE;2022-06-30;1;0;153
257411;57011;ALBESTROFF;2022-12-31;8;0;742
257415;57012;ALGRANGE;2022-12-31;50;0;7314
257418;57014;ALTRIPPE;2023-03-31;4;0;460
257419;57015;ALTVILLER;2022-03-31;5;0;624
257422;57016;ALZING;2022-06-30;2;0;543
257425;57017;AMANVILLERS;2022-06-30;26;0;2249
257429;57018;AMELÉCOURT;2022-12-31;1;1;161
257431;57019;AMNÉVILLE;2022-03-31;86;0;11376
257432;57020;ANCERVILLE;2023-03-31;6;0;367
257434;57021;ANCY-DORNOT;2023-03-31;23;0;1643
257436;57022;ANGEVILLERS;2022-09-30;14;0;1672
257441;57025;ANZELING;2022-06-30;6;0;664
257444;57026;APACH;2023-03-31;25;0;1325
257445;57027;ARRAINCOURT;2022-06-30;1;0;144
257448;57028;ARGANCY;2022-09-30;34;0;1506
257452;57029;ARRIANCE;2022-06-30;1;0;249
257461;57031;ARS-LAQUENEXY;2023-03-31;54;0;1155
257466;57032;ARS-SUR-MOSELLE;2022-09-30;39;0;4606
257470;57033;ARZVILLER;2022-09-30;5;0;596
257474;57035;ASSENONCOURT;2022-09-30;2;0;131
257478;57036;ATTILLONCOURT;2023-03-31;2;0;135
257485;57038;AUDUN-LE-TICHE;2022-12-31;48;0;7623
257489;57039;AUGNY;2023-03-31;96;0;2373
257493;57040;AULNOIS-SUR-SEILLE;2022-12-31;8;0;320
257495;57041;AUMETZ;2022-09-30;24;0;3030
257499;57043;AY-SUR-MOSELLE;2023-03-31;38;0;1772
257502;57044;AZOUDANGE;2022-06-30;1;0;149
257506;57045;BACOURT;2022-12-31;2;0;111
257510;57046;BAERENTHAL;2023-03-31;7;0;946
257515;57047;BAMBIDERSTROFF;2023-03-31;18;0;1179
257521;57049;LE BAN-SAINT-MARTIN;2022-12-31;48;0;4538
257526;57050;BARCHAIN;2023-03-31;2;0;113
257528;57051;BARONVILLE;2021-09-30;3;0;472
257532;57052;BARST;2022-09-30;12;0;656
257537;57053;BASSING;2022-09-30;1;0;153
257544;57055;BAZONCOURT;2022-06-30;5;0;520
257549;57056;BÉBING;2023-03-31;3;0;232
257553;57057;BÉCHY;2023-03-31;8;0;620
257554;57058;BEHREN-LÈS-FORBACH;2020-12-31;6;0;7908
257560;57059;BELLANGE;2023-03-31;1;0;66
257563;57060;BÉNESTROFF;2023-03-31;2;0;617
257565;57061;BÉNING-LÈS-SAINT-AVOLD;2021-12-31;10;0;1356
257569;57062;BERG-SUR-MOSELLE;2023-03-31;17;0;567
257573;57063;BÉRIG-VINTRANGE;2022-03-31;3;0;265
257576;57064;BERLING;2022-06-30;6;0;307
257577;57065;BERMERING;2022-09-30;0;0;249
257581;57066;BERTHELMING;2023-03-31;7;0;624
257585;57067;BERTRANGE;2022-12-31;44;0;3027
257588;57069;BERVILLER-EN-MOSELLE;2023-03-31;8;0;638
257589;57070;BETTANGE;2021-12-31;2;0;293
257592;57071;BETTBORN;2022-09-30;8;0;419
257595;57072;BETTELAINVILLE;2022-09-30;6;0;742
257599;57073;BETTING;2022-06-30;10;0;1043
257600;57074;BETTVILLER;2021-12-31;9;2;1075
257604;57075;BEUX;2023-03-31;9;0;297
257607;57076;BEYREN-LÈS-SIERCK;2021-12-31;3;0;585
257609;57077;BEZANGE-LA-PETITE;2021-12-31;2;0;104
257613;57079;BIBICHE;2022-09-30;4;0;595
257615;57080;BICKENHOLTZ;2023-03-31;1;0;82
257618;57081;BIDESTROFF;2022-06-30;0;0;157
257621;57082;BIDING;2023-03-31;5;0;432
257623;57083;BINING;2022-09-30;11;0;1467
257626;57084;BIONCOURT;2023-03-31;5;0;328
257630;57085;BIONVILLE-SUR-NIED;2022-12-31;3;0;515
257632;57086;BELLES-FORÊTS;2022-03-31;2;0;264
257637;57087;BISTEN-EN-LORRAINE;2023-03-31;2;0;328
257642;57088;BISTROFF;2022-03-31;2;0;369
257644;57089;BITCHE;2022-12-31;48;0;5793
257646;57090;BLANCHE-ÉGLISE;2022-12-31;1;0;123
257650;57091;BLIESBRUCK;2023-03-31;11;0;1176
257652;57092;BLIES-ÉBERSING;2021-12-31;3;0;787
257656;57093;BLIES-GUERSVILLER;2023-03-31;9;0;852
257660;57095;BOUCHEPORN;2023-03-31;14;0;677
257663;57096;BOULANGE;2022-09-30;10;0;2928
257666;57097;BOULAY-MOSELLE;2023-03-31;72;0;5681
257667;57098;BOURGALTROFF;2022-09-30;2;0;322
257670;57099;BOURDONNAY;2022-12-31;1;0;285
257671;57100;BOURSCHEID;2020-12-31;0;0;193
257676;57101;BOUSBACH;2022-06-30;17;0;1341
257680;57103;BOUSSEVILLER;2023-03-31;1;0;172
257681;57104;BOUST;2021-03-31;6;0;1249
257685;57105;BOUSTROFF;2022-12-31;1;0;150
257690;57106;BOUZONVILLE;2022-12-31;44;0;5012
257693;57107;BRÉHAIN;2022-12-31;1;0;125
257696;57108;BREIDENBACH;2023-03-31;6;0;515
257700;57109;BREISTROFF-LA-GRANDE;2022-09-30;20;0;804
257703;57110;BRETTNACH;2022-12-31;7;0;580
257707;57112;BROUCK;2023-03-31;2;0;103
257713;57113;BROUDERDORFF;2023-03-31;14;0;960
257716;57114;BROUVILLER;2023-03-31;2;0;476
257718;57115;BRULANGE;2022-12-31;0;0;131
257727;57117;BUDING;2022-12-31;6;0;706
257731;57118;BUDLING;2023-03-31;5;0;227
257732;57119;BUHL-LORRAINE;2021-12-31;59;0;1521
257739;57120;BURLIONCOURT;2023-03-31;0;0;174
257742;57121;BURTONCOURT;2021-06-30;2;0;243
257745;57122;CAPPEL;2023-03-31;7;0;860
257749;57123;CARLING;2022-09-30;24;0;4055
257751;57124;CATTENOM;2021-12-31;38;0;3006
257757;57125;CHAILLY-LÈS-ENNERY;2022-12-31;15;0;418
257760;57126;CHAMBREY;2022-12-31;9;0;424
257763;57127;CHANVILLE;2022-06-30;1;0;163
257767;57128;CHARLEVILLE-SOUS-BOIS;2023-03-31;5;0;277
257771;57129;CHARLY-ORADOUR;2022-06-30;15;0;809
257776;57130;CHÂTEAU-BRÉHAIN;2022-12-31;1;0;70
257781;24075;CAMPAGNAC-LÈS-QUERCY;2023-03-31;1;0;433
257784;24077;CAMPSEGRET;2022-12-31;5;0;515
257788;24080;CAPDROT;2022-12-31;7;0;504
257792;24081;CARLUX;2022-12-31;5;0;881
257794;24082;CARSAC-AILLAC;2022-09-30;19;0;1923
257796;24083;CARSAC-DE-GURSON;2022-12-31;5;0;258
257803;24084;CARVES;2022-12-31;0;0;121
257804;24085;LA CASSAGNE;2021-09-30;0;0;187
257809;24086;CASTELNAUD-LA-CHAPELLE;2022-12-31;8;0;677
257812;24087;CASTELS ET BÉZENAC;2022-09-30;21;0;920
257813;24088;CAUSE-DE-CLÉRANS;2022-09-30;4;0;410
257816;24089;CAZOULÈS;2022-09-30;3;0;583
257823;24091;CÉNAC-ET-SAINT-JULIEN;2022-06-30;24;0;1491
257824;24094;CHALAGNAC;2022-06-30;6;0;481
257831;24096;CHAMPAGNAC-DE-BELAIR;2022-03-31;9;0;858
257835;24097;CHAMPAGNE-ET-FONTAINE;2023-03-31;3;0;519
257839;24098;CHAMPCEVINEL;2023-03-31;67;0;3205
257840;24100;CHAMPNIERS-ET-REILHAC;2022-12-31;4;0;584
257842;24101;CHAMPS-ROMAIN;2021-09-30;3;0;383
257847;24102;CHANCELADE;2022-12-31;48;0;4819
257849;24104;CHANTÉRAC;2023-03-31;10;0;716
257853;24105;CHAPDEUIL;2022-09-30;1;0;165
257857;24106;LA CHAPELLE-AUBAREIL;2022-09-30;6;0;632
257860;24107;LA CHAPELLE-FAUCHER;2023-03-31;4;0;522
257863;24108;LA CHAPELLE-GONAGUET;2022-09-30;20;0;1222
257866;24109;LA CHAPELLE-GRÉSIGNAC;2022-12-31;1;0;120
257868;24110;LA CHAPELLE-MONTABOURLET;2023-03-31;1;0;81
257874;24111;LA CHAPELLE-MONTMOREAU;2023-03-31;3;0;92
257876;24113;LA CHAPELLE-SAINT-JEAN;2021-12-31;0;0;122
257878;24115;CHÂTEAU-L'ÉVÊQUE;2022-12-31;23;0;2546
257884;24117;LES COTEAUX PÉRIGOURDINS;2022-12-31;1;0;637
257890;24119;CHERVAL;2022-12-31;4;0;334
257892;24120;CHERVEIX-CUBAS;2022-03-31;7;0;693
257895;24121;CHOURGNAC;2021-09-30;0;0;67
257901;24122;CLADECH;2023-03-31;5;0;113
257902;24123;CLERMONT-DE-BEAUREGARD;2021-09-30;1;0;142
257905;24124;CLERMONT-D'EXCIDEUIL;2023-03-31;6;0;291
257913;24128;COMBERANCHE-ET-ÉPELUCHE;2022-09-30;4;0;192
257918;24129;CONDAT-SUR-TRINCOU;2022-12-31;2;0;580
257922;24130;CONDAT-SUR-VÉZÈRE;2022-09-30;6;0;982
257927;24131;CONNEZAC;2023-03-31;0;0;108
257928;24132;CONNE-DE-LABARDE;2021-09-30;3;0;287
257931;24133;LA COQUILLE;2022-12-31;8;0;1453
257935;24134;CORGNAC-SUR-L'ISLE;2023-03-31;3;0;1021
257940;24135;CORNILLE;2023-03-31;8;0;736
257941;24136;COUBJOURS;2022-03-31;0;0;162
257943;24137;COULAURES;2023-03-31;6;0;926
257947;24138;COULOUNIEIX-CHAMIERS;2023-03-31;130;0;8702
257949;24139;COURSAC;2021-09-30;21;0;2361
257953;24140;COURS-DE-PILE;2022-09-30;17;0;1701
257958;24142;COUX ET BIGAROQUE-MOUZENS;2022-03-31;17;0;1636
257963;24143;COUZE-ET-SAINT-FRONT;2022-12-31;5;0;865
257967;24144;CREYSSAC;2022-09-30;2;0;112
257973;24146;CREYSSENSAC-ET-PISSOT;2023-03-31;3;0;310
257976;24147;CUBJAC-AUVÉZÈRE-VAL D'ANS;2022-03-31;9;0;1325
257978;24148;CUNÈGES;2022-09-30;4;0;379
257981;24151;DOISSAT;2022-12-31;1;0;147
257985;24152;DOMME;2023-03-31;13;0;1115
257989;24153;LA DORNAC;2022-09-30;2;0;466
257990;24154;DOUCHAPT;2020-12-31;4;0;388
257993;24155;DOUVILLE;2023-03-31;12;0;606
257997;24156;LA DOUZE;2023-03-31;16;0;1418
258004;24157;DOUZILLAC;2022-09-30;5;0;958
258012;24159;ÉCHOURGNAC;2023-03-31;3;0;446
258013;24160;ÉGLISE-NEUVE-DE-VERGT;2021-03-31;4;0;570
258016;24161;ÉGLISE-NEUVE-D'ISSAC;2022-09-30;1;0;150
258020;24162;ESCOIRE;2023-03-31;2;0;493
258024;24163;ÉTOUARS;2022-12-31;1;0;169
258028;24164;EXCIDEUIL;2022-09-30;9;0;1165
258032;24165;EYGURANDE-ET-GARDEDEUIL;2023-03-31;3;0;493
258033;24167;EYMET;2022-03-31;27;0;2992
258043;24171;EYZERAC;2022-12-31;5;0;716
258047;24172;LES EYZIES;2022-12-31;20;0;1520
258052;24174;FANLAC;2023-03-31;1;0;172
258056;24175;LES FARGES;2023-03-31;2;0;352
258059;24176;FAURILLES;2022-09-30;1;0;56
258063;24177;FAUX;2022-09-30;7;0;807
258068;24179;LA FEUILLADE;2022-09-30;2;0;885
258069;24180;FIRBEIX;2021-03-31;1;0;339
258070;24182;LE FLEIX;2020-12-31;3;0;1562
258075;24184;FLORIMONT-GAUMIER;2023-03-31;3;0;173
258079;24186;FONROQUE;2022-12-31;0;0;330
258081;24188;FOSSEMAGNE;2022-12-31;4;0;703
258082;24189;FOUGUEYROLLES;2020-12-31;1;0;553
258086;24190;FOULEIX;2023-03-31;7;0;298
258090;24191;FRAISSE;2022-12-31;1;0;192
258094;24192;GABILLOU;2023-03-31;0;0;141
258096;24193;GAGEAC-ET-ROUILLAC;2022-06-30;7;0;570
258099;24194;GARDONNE;2022-12-31;20;0;1719
258103;24195;GAUGEAC;2022-12-31;2;0;160
258106;24196;GÉNIS;2021-09-30;1;0;571
258110;24197;GINESTET;2022-06-30;10;0;849
258113;24199;GOUT-ROSSIGNOL;2022-03-31;2;0;409
258118;24200;GRAND-BRASSAC;2023-03-31;4;0;690
258120;24202;GRANGES-D'ANS;2023-03-31;0;0;170
258128;24206;GRIVES;2023-03-31;1;0;160
258133;24207;GROLÉJAC;2022-06-30;4;0;812
258135;24208;GRUN-BORDAS;2022-06-30;2;0;312
258140;24209;HAUTEFAYE;2023-03-31;1;0;142
258142;24210;HAUTEFORT;2022-06-30;12;0;948
258145;24211;ISSAC;2022-09-30;6;0;527
258149;24212;ISSIGEAC;2022-12-31;11;0;829
258154;24213;JAURE;2022-12-31;1;0;195
258159;24214;JAVERLHAC-ET-LA-CHAPELLE-SAINT-ROBERT;2023-03-31;9;0;1025
258163;24215;JAYAC;2023-03-31;2;0;251
258166;24216;LA JEMAYE-PONTEYRAUD;2022-09-30;0;0;213
258172;24217;JOURNIAC;2022-12-31;2;0;575
258174;24218;JUMILHAC-LE-GRAND;2022-12-31;12;0;1679
258177;24220;LACROPTE;2022-03-31;3;0;831
258180;24221;RUDEAU-LADOSSE;2023-03-31;0;0;192
258183;24222;LA FORCE;2023-03-31;39;0;2962
258186;24223;LALINDE;2022-09-30;41;0;3548
258189;24224;LAMONZIE-MONTASTRUC;2022-09-30;13;0;794
258191;24225;LAMONZIE-SAINT-MARTIN;2021-09-30;19;0;2870
258195;24226;LAMOTHE-MONTRAVEL;2022-09-30;16;0;1514
258198;24227;LANOUAILLE;2022-09-30;6;0;1069
258203;24228;LANQUAIS;2022-06-30;7;0;551
258209;24229;LE LARDIN-SAINT-LAZARE;2022-12-31;25;0;2123
258213;24230;LARZAC;2022-09-30;1;0;194
258216;24231;LAVALADE;2022-12-31;1;0;114
258227;24234;LES LÈCHES;2022-12-31;9;0;441
258228;24236;LÉGUILLAC-DE-L'AUCHE;2022-03-31;9;1;1120
258230;24237;LEMBRAS;2022-09-30;17;0;1522
258234;24238;LEMPZOURS;2022-12-31;1;0;162
258238;24240;LIMEUIL;2023-03-31;10;0;452
258240;24241;LIMEYRAT;2022-12-31;2;0;556
258243;24242;LIORAC-SUR-LOUYRE;2021-12-31;2;0;304
258251;24244;LOLME;2023-03-31;2;0;146
258253;24245;LOUBEJAC;2022-12-31;3;0;347
258258;24248;LUSSAS-ET-NONTRONNEAU;2021-12-31;1;0;387
258262;24251;MANZAC-SUR-VERN;2022-12-31;8;0;786
258264;24253;MAREUIL EN PÉRIGORD;2022-09-30;18;1;3054
258267;24254;MARNAC;2023-03-31;2;0;254
258271;24256;MARSAC-SUR-L'ISLE;2022-12-31;151;0;4133
258274;24257;MARSALÈS;2023-03-31;3;0;275
258275;24259;EYRAUD-CREMPSE-MAURENS;2021-09-30;11;0;1988
258277;24260;MAUZAC-ET-GRAND-CASTANG;2022-03-31;4;0;677
258278;24261;MAUZENS-ET-MIREMONT;2023-03-31;4;0;416
258280;24262;MAYAC;2022-03-31;2;0;396
258283;24263;MAZEYROLLES;2022-06-30;1;0;379
258286;24264;MÉNESPLET;2022-12-31;18;0;2140
258292;24266;MENSIGNAC;2023-03-31;20;0;1760
258295;24267;MESCOULES;2021-12-31;0;0;212
258298;24268;MEYRALS;2023-03-31;10;0;791
258303;24271;MILHAC-DE-NONTRON;2022-12-31;6;0;680
258308;24272;MINZAC;2022-12-31;9;0;580
258314;24274;MONBAZILLAC;2023-03-31;30;0;1003
258319;24276;MONESTIER;2022-03-31;3;0;495
258326;24278;MONMADALÈS;2022-06-30;0;0;113
258329;24279;MONMARVÈS;2022-12-31;0;0;72
258332;24280;MONPAZIER;2023-03-31;7;0;578
258335;24281;MONSAC;2023-03-31;2;0;268
258338;24282;MONSAGUEL;2022-06-30;2;0;181
258342;24284;MONTAGNAC-D'AUBEROCHE;2022-12-31;2;0;191
258348;24285;MONTAGNAC-LA-CREMPSE;2022-09-30;4;0;408
258353;24286;MONTAGRIER;2022-12-31;5;0;563
258359;24288;MONTAZEAU;2022-06-30;4;0;406
258362;24289;MONTCARET;2021-12-31;11;0;1730
258366;24290;MONTFERRAND-DU-PÉRIGORD;2022-09-30;1;0;211
258379;24293;MONPLAISANT;2023-03-31;4;0;398
258382;24294;MONTPON-MÉNESTÉROL;2023-03-31;72;0;6498
258383;24295;MONTREM;2021-09-30;11;0;1432
258386;24296;MOULEYDIER;2023-03-31;14;0;1328
258389;24297;MOULIN-NEUF;2023-03-31;5;0;1013
258392;24299;MUSSIDAN;2022-09-30;31;1;2970
258398;24300;NABIRAT;2022-09-30;2;0;461
258402;24301;NADAILLAC;2022-12-31;5;0;414
258406;24302;NAILHAC;2023-03-31;2;0;369
258410;24303;NANTEUIL-AURIAC-DE-BOURZAC;2023-03-31;4;0;338
258411;24304;NANTHEUIL;2021-12-31;7;0;1141
258413;24305;NANTHIAT;2022-12-31;1;0;295
258417;24306;NASTRINGUES;2022-03-31;1;0;162
258421;24307;NAUSSANNES;2021-12-31;1;0;281
258425;24308;NÉGRONDES;2022-09-30;8;0;967
258432;24311;NONTRON;2022-12-31;40;0;3530
258436;24312;SANILHAC;2022-03-31;75;1;5367
258439;24313;ORLIAC;2022-06-30;0;0;79
258443;24314;ORLIAGUET;2022-12-31;1;0;165
258447;24316;PARCOUL-CHENAUD;2023-03-31;7;0;918
258450;24317;PAULIN;2023-03-31;5;0;275
258452;24318;PAUNAT;2022-09-30;5;0;406
258455;24319;PAUSSAC-ET-SAINT-VIVIEN;2022-09-30;7;0;576
258459;24320;PAYZAC;2022-12-31;7;0;1148
258466;24321;PAZAYAC;2023-03-31;7;0;887
258469;24322;PÉRIGUEUX;2022-03-31;215;1;27709
258474;24323;PETIT-BERSAC;2023-03-31;3;0;252
258477;24324;PEYRIGNAC;2021-09-30;6;0;622
