;codgeo;libgeo;date_arrete;nb_vp_rechargeables_el;nb_vp_rechargeables_gaz;nb_vp
341198;73204;LE PONT-DE-BEAUVOISIN;2022-12-31;41;0;2215
341201;73206;PRALOGNAN-LA-VANOISE;2021-03-31;1;0;895
341203;73207;PRESLE;2021-12-31;5;0;560
341207;73208;PUGNY-CHATENOD;2023-03-31;59;0;1102
341210;73210;PUYGROS;2023-03-31;16;0;458
341212;73211;QUEIGE;2022-12-31;14;0;1056
341214;73212;VAL-D'ARC;2022-06-30;11;0;2080
341217;73213;LA RAVOIRE;2022-03-31;155;1;9286
341220;73214;ROCHEFORT;2022-12-31;5;0;282
341223;73215;VALGELON-LA ROCHETTE;2023-03-31;52;1;4604
341226;73216;ROGNAIX;2023-03-31;5;0;571
341230;73217;ROTHERENS;2022-12-31;4;0;386
341232;73218;RUFFIEUX;2023-03-31;22;0;1337
341235;73219;SAINT-ALBAN-DE-MONTBEL;2022-06-30;10;0;775
341237;73220;SAINT-ALBAN-D'HURTIÈRES;2022-03-31;2;0;423
341240;73221;SAINT-ALBAN-DES-VILLARDS;2022-12-31;2;0;93
341243;73222;SAINT-ALBAN-LEYSSE;2022-03-31;129;0;7261
341248;73224;SAINT-AVRE;2021-06-30;3;0;918
341251;73225;SAINT-BALDOPH;2022-06-30;68;0;3266
341257;73226;SAINT-BÉRON;2022-12-31;25;0;2169
341261;73227;COURCHEVEL;2023-03-31;139;0;3286
341265;73228;SAINT-CASSIN;2023-03-31;24;0;1008
341275;73230;SAINT-COLOMBAN-DES-VILLARDS;2023-03-31;2;0;178
341276;73231;SAINT-ÉTIENNE-DE-CUINES;2022-06-30;14;0;1397
341279;73232;SAINTE-FOY-TARENTAISE;2022-12-31;5;0;1021
341284;73233;SAINT-FRANC;2023-03-31;3;0;206
341288;73234;SAINT-FRANÇOIS-DE-SALES;2023-03-31;2;0;220
341290;73235;SAINT FRANÇOIS LONGCHAMP;2022-12-31;3;0;493
341293;73236;SAINT-GENIX-LES-VILLAGES;2022-06-30;41;0;3331
341296;73237;SAINT-GEORGES-D'HURTIÈRES;2022-09-30;7;0;433
341299;73240;SAINTE-HÉLÈNE-DU-LAC;2022-12-31;32;0;1116
341301;73241;SAINTE-HÉLÈNE-SUR-ISÈRE;2022-09-30;11;0;1562
341303;73242;SAINT-JEAN-D'ARVES;2023-03-31;4;0;356
341307;73243;SAINT-JEAN-D'ARVEY;2023-03-31;31;0;1793
341309;73245;SAINT-JEAN-DE-CHEVELU;2022-06-30;15;0;897
341310;73246;SAINT-JEAN-DE-COUZ;2022-06-30;1;0;342
341312;73247;SAINT-JEAN-DE-LA-PORTE;2022-06-30;13;0;1070
341314;73248;SAINT-JEAN-DE-MAURIENNE;2023-03-31;79;0;8164
341317;73249;SAINT-JEOIRE-PRIEURÉ;2022-12-31;42;0;1752
341320;73250;SAINT-JULIEN-MONT-DENIS;2021-12-31;12;0;1926
341325;73253;SAINT-MARCEL;2021-12-31;3;0;800
341327;73254;SAINTE-MARIE-D'ALVEY;2021-06-30;3;0;157
341331;73255;SAINTE-MARIE-DE-CUINES;2023-03-31;6;0;907
341336;73256;SAINT-MARTIN-D'ARC;2023-03-31;3;0;337
341338;73257;LES BELLEVILLE;2022-09-30;66;1;4481
341341;73258;SAINT-MARTIN-DE-LA-PORTE;2022-06-30;5;0;765
341343;73259;SAINT-MARTIN-SUR-LA-CHAMBRE;2022-06-30;6;0;582
341346;73261;SAINT-MICHEL-DE-MAURIENNE;2022-06-30;20;0;2665
341351;73262;SAINT-NICOLAS-LA-CHAPELLE;2023-03-31;7;0;539
341353;73263;SAINT-OFFENGE;2021-12-31;14;0;1233
341357;73265;SAINT-OURS;2023-03-31;14;0;790
341358;73267;SAINT-PANCRACE;2021-09-30;0;0;329
341362;73268;SAINT-PAUL-SUR-ISÈRE;2022-12-31;7;0;632
341364;73269;SAINT-PAUL;2023-03-31;13;0;862
341366;73270;SAINT-PIERRE-D'ALBIGNY;2023-03-31;86;0;4617
341370;73271;SAINT-PIERRE-D'ALVEY;2023-03-31;8;0;304
341373;73272;SAINT-PIERRE-DE-BELLEVILLE;2023-03-31;2;0;239
341375;73273;SAINT-PIERRE-DE-CURTILLE;2022-12-31;3;0;475
341380;73274;SAINT-PIERRE-D'ENTREMONT;2023-03-31;4;0;878
341384;73275;SAINT-PIERRE-DE-GENEBROZ;2022-12-31;4;0;404
341386;73276;SAINT-PIERRE-DE-SOUCY;2023-03-31;16;0;489
341390;73277;SAINTE-REINE;2022-12-31;1;0;172
341392;73278;SAINT-RÉMY-DE-MAURIENNE;2022-12-31;13;0;1487
341398;73280;SAINT-SORLIN-D'ARVES;2022-09-30;5;0;429
341399;73281;SAINT-SULPICE;2022-03-31;17;0;860
341402;73282;SAINT-THIBAUD-DE-COUZ;2023-03-31;20;0;1157
341405;73283;SAINT-VITAL;2022-06-30;4;0;789
341408;73284;SALINS-FONTAINE;2022-06-30;11;0;1234
341414;73285;SÉEZ;2022-12-31;40;0;2865
341416;73286;SERRIÈRES-EN-CHAUTAGNE;2022-06-30;10;0;1438
341418;73288;SONNAZ;2022-03-31;36;1;2003
341422;73289;LA TABLE;2023-03-31;7;0;554
341425;73290;VAL-CENIS;2022-09-30;22;0;2365
341428;73292;THÉNÉSOL;2023-03-31;3;1;337
341433;73294;LA THUILE;2022-12-31;7;0;396
341434;73296;TIGNES;2023-03-31;47;0;2081
341437;73297;TOURNON;2022-09-30;15;0;775
341439;73298;TOURS-EN-SAVOIE;2022-03-31;14;0;1284
341441;73299;TRAIZE;2023-03-31;6;0;343
341445;73300;TRESSERVE;2023-03-31;111;1;3265
341448;73301;TRÉVIGNIN;2022-12-31;22;0;884
341450;73303;UGINE;2022-09-30;55;0;8293
341454;73304;VAL-D'ISÈRE;2022-12-31;53;0;2011
341459;73306;VALLOIRE;2023-03-31;13;0;1282
341463;73307;VALMEINIER;2022-12-31;1;0;381
341468;73308;VENTHON;2022-12-31;3;0;726
341472;73309;VEREL-DE-MONTBEL;2022-12-31;3;0;382
341476;73310;VEREL-PRAGONDRAN;2022-12-31;14;0;605
341478;73311;LE VERNEIL;2022-06-30;0;0;116
341482;73312;VERRENS-ARVEY;2023-03-31;11;0;1069
341485;73313;VERTHEMEX;2023-03-31;5;0;254
341486;73314;VILLARD-D'HÉRY;2021-03-31;1;0;287
341490;73315;VILLARD-LÉGER;2023-03-31;7;0;571
341492;73316;VILLARD-SALLET;2022-06-30;7;0;369
341496;73317;VILLARD-SUR-DORON;2023-03-31;6;0;787
341500;73318;VILLAREMBERT;2022-12-31;3;0;297
341502;73320;VILLARGONDRAN;2022-03-31;10;0;1012
341505;73322;VILLARODIN-BOURGET;2022-09-30;15;1;542
341507;73323;VILLAROGER;2022-09-30;1;0;477
341510;73324;VILLAROUX;2022-09-30;1;0;258
341514;73326;VIMINES;2022-12-31;50;0;2190
341518;73327;VIONS;2023-03-31;2;0;537
341521;73328;VIVIERS-DU-LAC;2022-06-30;64;0;2694
341525;73329;VOGLANS;2022-12-31;124;2;3418
341529;73330;YENNE;2022-12-31;47;0;3398
341540;74001;ABONDANCE;2022-09-30;17;0;1935
341543;74002;ALBY-SUR-CHÉRAN;2022-09-30;77;0;3070
341547;74003;ALEX;2023-03-31;35;0;1257
341550;74004;ALLÈVES;2022-12-31;4;0;513
341556;74005;ALLINGES;2023-03-31;137;1;5138
341559;74006;ALLONZIER-LA-CAILLE;2023-03-31;84;1;2713
341560;74007;AMANCY;2021-09-30;49;5;3106
341564;74008;AMBILLY;2022-09-30;61;1;6356
341566;74009;ANDILLY;2022-09-30;34;1;1000
341572;74010;ANNECY;2023-03-31;2885;14;130437
341575;74012;ANNEMASSE;2022-06-30;299;7;36605
341579;74013;ANTHY-SUR-LÉMAN;2022-06-30;95;0;2933
341583;74014;ARÂCHES-LA-FRASSE;2023-03-31;47;0;2306
341584;74015;ARBUSIGNY;2023-03-31;28;0;1632
341586;74016;ARCHAMPS;2022-12-31;115;0;2979
341588;74018;ARENTHON;2022-03-31;51;0;2299
341591;74019;ARGONAY;2023-03-31;155;1;3699
341596;74020;ARMOY;2023-03-31;41;0;1653
341600;74021;ARTHAZ-PONT-NOTRE-DAME;2022-03-31;25;0;1906
341606;74024;AYSE;2023-03-31;74;0;2622
341607;74025;BALLAISON;2022-09-30;57;0;1793
341613;74026;LA BALME-DE-SILLINGY;2023-03-31;81;0;5789
341619;74027;LA BALME-DE-THUY;2023-03-31;10;0;634
341623;74029;BASSY;2022-06-30;12;0;529
341627;74030;LA BAUME;2023-03-31;2;0;374
341629;74031;BEAUMONT;2022-06-30;100;0;3149
341634;74032;BELLEVAUX;2022-09-30;14;0;1862
341637;74033;BERNEX;2023-03-31;26;0;1726
341639;74034;LE BIOT;2022-06-30;5;0;790
341642;74035;BLOYE;2023-03-31;6;0;665
341644;74036;BLUFFY;2022-06-30;17;0;419
341649;74037;BOËGE;2022-03-31;31;0;2086
341652;74038;BOGÈVE;2022-09-30;23;0;1496
341656;74040;BONNE;2023-03-31;122;0;3933
341661;74041;BONNEVAUX;2023-03-31;5;0;392
341663;74042;BONNEVILLE;2023-03-31;195;3;15331
341664;74043;BONS-EN-CHABLAIS;2022-12-31;149;1;6853
341667;74044;BOSSEY;2022-06-30;23;0;868
341670;74045;LE BOUCHET-MONT-CHARVIN;2022-12-31;0;0;339
341673;74046;BOUSSY;2023-03-31;13;0;561
341677;74048;BRENTHONNE;2022-03-31;16;0;1226
341681;74049;BRIZON;2022-12-31;0;0;592
341687;74050;BURDIGNIN;2022-12-31;11;0;839
341688;74051;CERCIER;2022-12-31;32;0;838
341690;74052;CERNEX;2023-03-31;38;0;1300
341694;74053;CERVENS;2023-03-31;23;0;1289
341697;74054;CHAINAZ-LES-FRASSES;2022-12-31;23;0;798
341699;74055;CHALLONGES;2022-03-31;6;0;673
341705;74056;CHAMONIX-MONT-BLANC;2022-12-31;249;0;11478
341708;74057;CHAMPANGES;2022-03-31;11;0;1283
341712;74058;LA CHAPELLE-D'ABONDANCE;2021-12-31;6;0;1123
341715;74059;LA CHAPELLE-RAMBAUD;2022-09-30;3;0;303
341720;74060;LA CHAPELLE-SAINT-MAURICE;2022-12-31;0;0;154
341723;74061;CHAPEIRY;2023-03-31;28;0;1015
341728;74062;CHARVONNEX;2022-09-30;40;0;1495
341732;74063;CHÂTEL;2021-12-31;22;0;1685
341734;74064;CHÂTILLON-SUR-CLUSES;2021-12-31;17;0;1482
341735;74065;CHAUMONT;2021-12-31;6;0;621
341741;74066;CHAVANNAZ;2022-09-30;8;1;232
341744;74067;CHAVANOD;2023-03-31;118;0;3357
341748;74068;CHÊNE-EN-SEMINE;2022-09-30;11;0;616
341750;74069;CHÊNEX;2022-12-31;30;0;872
341756;74070;CHENS-SUR-LÉMAN;2022-06-30;70;0;2872
341759;74071;CHESSENAZ;2022-09-30;4;0;267
341762;74072;CHEVALINE;2022-09-30;2;0;232
341767;74073;CHEVENOZ;2023-03-31;16;0;819
341774;74074;CHEVRIER;2022-12-31;6;0;681
341777;74075;CHILLY;2022-09-30;32;0;1716
341781;74076;CHOISY;2023-03-31;53;0;2151
341783;74077;CLARAFOND-ARCINE;2021-06-30;15;0;1174
341785;74078;CLERMONT;2021-09-30;6;0;559
341788;74079;LES CLEFS;2022-12-31;5;0;815
341790;74080;LA CLUSAZ;2023-03-31;41;0;2118
341795;74081;CLUSES;2023-03-31;243;0;20539
341799;74082;COLLONGES-SOUS-SALÈVE;2022-09-30;101;1;4384
341801;74083;COMBLOUX;2023-03-31;79;2;2634
341805;74085;LES CONTAMINES-MONTJOIE;2022-03-31;14;0;1464
341811;74086;CONTAMINE-SARZIN;2022-12-31;12;0;790
341814;74087;CONTAMINE-SUR-ARVE;2023-03-31;85;0;2560
341815;74088;COPPONEX;2020-12-31;20;0;1276
341818;74089;CORDON;2022-09-30;19;0;1142
341823;74090;CORNIER;2022-12-31;25;0;1708
341829;74091;LA CÔTE-D'ARBROZ;2023-03-31;8;0;349
341833;74094;CRANVES-SALES;2022-09-30;159;0;7754
341837;74095;CREMPIGNY-BONNEGUÊTE;2023-03-31;11;0;359
341844;74096;CRUSEILLES;2023-03-31;130;0;5305
341846;74097;CUSY;2022-06-30;42;0;2058
341850;74098;CUVAT;2023-03-31;89;0;1485
341852;74099;DEMI-QUARTIER;2021-12-31;19;0;1187
341855;74100;DESINGY;2021-12-31;12;0;1069
341859;74101;DINGY-EN-VUACHE;2023-03-31;23;0;872
341865;74102;DINGY-SAINT-CLAIR;2023-03-31;44;0;1712
341867;74103;DOMANCY;2022-12-31;51;0;2509
341872;74104;DOUSSARD;2023-03-31;71;0;4593
341876;74105;DOUVAINE;2023-03-31;148;1;7122
341878;74106;DRAILLANT;2023-03-31;19;0;887
341881;74107;DROISY;2023-03-31;9;0;173
341885;74108;DUINGT;2023-03-31;16;0;1147
341889;74109;ÉLOISE;2022-12-31;18;0;1109
341890;74111;ENTREVERNES;2020-12-31;3;0;210
341897;74112;EPAGNY METZ-TESSY;2023-03-31;613;1;24081
341898;74114;ESSERT-ROMAND;2021-09-30;3;0;518
341902;74116;ETAUX;2022-06-30;43;0;2479
341906;74117;ÉTERCY;2023-03-31;26;0;970
341909;74118;ÉTREMBIÈRES;2022-03-31;28;2;2564
341911;74119;ÉVIAN-LES-BAINS;2021-09-30;90;0;10062
341914;74121;EXCENEVEX;2023-03-31;36;0;1409
341916;74122;FAUCIGNY;2022-06-30;17;0;722
341918;74123;FAVERGES-SEYTHENEX;2021-12-31;45;0;8824
341919;74124;FEIGÈRES;2022-03-31;47;0;1984
341923;74126;FESSY;2022-12-31;39;0;1136
341926;74127;FÉTERNES;2022-09-30;18;0;1801
341929;74128;FILLINGES;2022-09-30;98;1;4493
341932;74129;LA FORCLAZ;2022-03-31;1;0;248
341935;74130;FRANCLENS;2022-03-31;7;0;715
341936;74131;FRANGY;2023-03-31;46;2;2659
341940;74133;GAILLARD;2023-03-31;123;2;11542
341943;74134;LES GETS;2022-03-31;42;0;1584
341948;74135;GIEZ;2022-12-31;11;0;688
341950;74136;LE GRAND-BORNAND;2022-06-30;38;0;2692
341957;74137;GROISY;2022-12-31;129;0;4350
341961;74138;GRUFFY;2022-06-30;26;0;1615
341966;74139;HABÈRE-LULLIN;2022-12-31;20;0;1218
341968;74140;HABÈRE-POCHE;2022-06-30;40;1;1872
341973;74141;HAUTEVILLE-SUR-FIER;2022-09-30;15;0;1166
341977;74142;HÉRY-SUR-ALBY;2023-03-31;25;0;1111
341982;74143;LES HOUCHES;2023-03-31;123;0;4463
341986;74144;JONZIER-ÉPAGNY;2022-06-30;14;0;976
341991;74145;JUVIGNY;2022-09-30;33;0;786
341994;74146;LARRINGES;2022-12-31;44;0;1645
341998;74147;LATHUILE;2023-03-31;37;0;1322
342001;74148;LESCHAUX;2023-03-31;5;0;364
342003;74150;LOISIN;2023-03-31;42;0;2004
342005;74151;LORNAY;2021-09-30;2;0;577
342010;74152;LOVAGNY;2022-06-30;30;0;1455
342014;74153;LUCINGES;2022-09-30;51;0;2069
342017;74154;LUGRIN;2023-03-31;51;0;3080
342020;74155;LULLIN;2023-03-31;15;0;1036
342024;74156;LULLY;2022-09-30;15;0;873
342027;74157;LYAUD;2022-12-31;30;1;1937
342030;74158;MACHILLY;2023-03-31;28;0;1276
342033;74159;MAGLAND;2022-09-30;89;0;4239
342036;74160;MANIGOD;2022-12-31;13;0;1294
342041;74161;MARCELLAZ-ALBANAIS;2022-12-31;46;0;2272
342043;74162;MARCELLAZ;2022-12-31;26;0;1103
342046;74163;MARGENCEL;2022-06-30;54;0;2497
342049;74164;MARIGNIER;2023-03-31;244;0;8655
342051;74165;MARIGNY-SAINT-MARCEL;2021-09-30;12;0;804
342060;74166;MARIN;2023-03-31;41;0;1975
342066;74167;VAL DE CHAISE;2023-03-31;23;0;1520
342072;74168;MARLIOZ;2023-03-31;37;0;1105
342074;74169;MARNAZ;2023-03-31;98;0;6756
342079;74170;MASSINGY;2023-03-31;17;0;948
342083;74171;MASSONGY;2023-03-31;45;0;2034
342087;74172;MAXILLY-SUR-LÉMAN;2023-03-31;25;0;1797
342090;74173;MEGÈVE;2022-12-31;118;1;4658
342093;74174;MÉGEVETTE;2022-12-31;7;0;771
342094;74176;MENTHON-SAINT-BERNARD;2022-03-31;60;0;2138
342099;74177;MENTHONNEX-EN-BORNES;2022-09-30;26;0;1161
342103;74178;MENTHONNEX-SOUS-CLERMONT;2023-03-31;15;0;935
342109;74179;MÉSIGNY;2023-03-31;14;0;909
342114;74180;MESSERY;2023-03-31;103;0;2802
342119;74183;MIEUSSY;2023-03-31;41;0;2952
342122;74184;MINZIER;2022-03-31;17;0;1140
342127;74185;MONNETIER-MORNEX;2022-06-30;44;0;2658
342131;74186;MONTAGNY-LES-LANCHES;2022-12-31;18;0;824
342136;74188;MONTRIOND;2023-03-31;18;0;1081
342139;74189;MONT-SAXONNEX;2022-12-31;38;0;2035
342141;74190;MORILLON;2022-12-31;12;0;939
342144;74191;MORZINE;2022-06-30;78;0;3494
342148;74192;MOYE;2022-12-31;19;0;1188
342152;74194;MÛRES;2022-12-31;25;0;936
342154;74195;MUSIÈGES;2022-03-31;7;0;544
342156;74196;NANCY-SUR-CLUSES;2021-09-30;4;0;532
342160;74197;NANGY;2023-03-31;55;0;1966
342164;74198;NÂVES-PARMELAN;2022-09-30;24;0;1120
342169;74199;NERNIER;2022-09-30;11;0;453
342176;74200;NEUVECELLE;2023-03-31;91;1;3504
342179;74201;NEYDENS;2021-12-31;56;0;2353
342183;74202;NONGLARD;2022-12-31;13;0;775
342186;74203;NOVEL;2022-12-31;0;0;90
342193;74205;ONNION;2023-03-31;30;2;1710
342195;74206;ORCIER;2022-09-30;12;0;1203
342198;74208;PASSY;2022-12-31;192;1;13033
342201;74209;PEILLONNEX;2021-12-31;27;0;1603
342204;74210;PERRIGNIER;2021-12-31;26;0;2247
342205;74211;PERS-JUSSY;2022-12-31;89;0;3702
342208;74212;GLIÈRES-VAL-DE-BORNE;2022-12-31;26;0;2469
342214;74213;POISY;2023-03-31;215;1;8506
342217;74215;PRAZ-SUR-ARLY;2022-09-30;23;0;1578
342221;74216;PRÉSILLY;2022-06-30;26;0;1212
342226;74218;PUBLIER;2022-09-30;137;0;8327
342227;74219;QUINTAL;2021-06-30;17;0;1261
342232;74220;REIGNIER-ÉSERY;2021-12-31;108;0;8907
342238;74221;LE REPOSOIR;2023-03-31;6;0;581
342242;74222;REYVROZ;2023-03-31;3;0;594
342245;74223;LA RIVIÈRE-ENVERSE;2022-06-30;10;0;617
342248;74224;LA ROCHE-SUR-FORON;2023-03-31;223;13;12889
342251;74225;RUMILLY;2022-09-30;202;1;17252
342252;74228;SAINT-BLAISE;2022-09-30;9;0;427
342255;74229;SAINT-CERGUES;2023-03-31;90;0;4140
342260;74231;SAINT-EUSÈBE;2022-12-31;15;1;600
342261;74232;SAINT-EUSTACHE;2023-03-31;17;0;583
342264;74233;SAINT-FÉLIX;2022-12-31;53;0;2848
342267;74234;SAINT-FERRÉOL;2023-03-31;16;0;1115
342269;74235;SAINT-GERMAIN-SUR-RHÔNE;2022-03-31;8;0;666
342271;74236;SAINT-GERVAIS-LES-BAINS;2021-12-31;77;0;7188
342277;74237;SAINT-GINGOLPH;2022-12-31;8;0;1088
342280;74238;SAINT-JEAN-D'AULPS;2022-06-30;21;0;1622
342282;74239;SAINT-JEAN-DE-SIXT;2022-12-31;34;0;1885
342286;74240;SAINT-JEAN-DE-THOLOME;2022-12-31;18;0;1255
342290;74241;SAINT-JEOIRE;2023-03-31;49;0;4454
342293;74242;SAINT-JORIOZ;2022-12-31;193;0;6803
342296;74243;SAINT-JULIEN-EN-GENEVOIS;2022-12-31;214;1;15142
342300;74244;SAINT-LAURENT;2023-03-31;14;0;1028
342302;74249;SAINT-PAUL-EN-CHABLAIS;2023-03-31;59;0;3037
342307;74250;SAINT-PIERRE-EN-FAUCIGNY;2022-06-30;142;2;8579
342314;74253;SAINT-SIXT;2022-12-31;39;0;1235
342316;74254;SAINT-SYLVESTRE;2022-12-31;14;0;729
342319;74255;SALES;2023-03-31;41;0;2287
342323;74256;SALLANCHES;2022-09-30;311;0;18473
342327;74257;SALLENÔVES;2022-12-31;21;0;924
342331;74258;SAMOËNS;2022-06-30;60;0;3360
342333;74259;LE SAPPEY;2022-09-30;15;0;630
342336;74260;SAVIGNY;2023-03-31;28;0;1120
342340;74261;SAXEL;2022-09-30;10;0;605
342342;74263;SCIEZ;2022-03-31;116;0;7151
342343;74264;SCIONZIER;2021-03-31;27;0;10174
342348;74265;SERRAVAL;2023-03-31;9;0;904
342355;74266;SERVOZ;2023-03-31;19;0;1182
342358;74267;SEVRIER;2021-12-31;100;0;4540
342360;74269;SEYSSEL;2022-03-31;22;1;2850
342363;74271;SEYTROUX;2022-06-30;3;0;525
342369;74272;SILLINGY;2023-03-31;188;0;6210
342373;74273;SIXT-FER-À-CHEVAL;2022-09-30;6;0;961
342375;74275;TALLOIRES-MONTMIN;2022-09-30;74;0;2686
342378;74276;TANINGES;2023-03-31;71;0;4512
342380;74278;THYEZ;2022-06-30;120;0;7082
342385;74279;THOLLON-LES-MÉMISES;2023-03-31;29;0;1350
342386;74280;THÔNES;2022-12-31;95;0;7611
342391;74281;THONON-LES-BAINS;2023-03-31;551;1;38284
342393;74282;FILLIÈRE;2022-09-30;251;2;11233
342397;74283;THUSY;2023-03-31;32;0;1338
342401;74284;LA TOUR;2022-09-30;17;0;1313
342402;74285;USINENS;2021-03-31;6;0;526
342406;74286;VACHERESSE;2023-03-31;11;0;997
342409;74287;VAILLY;2022-09-30;9;0;1062
342411;74288;VALLEIRY;2022-09-30;101;0;5357
342414;74289;VALLIÈRES-SUR-FIER;2023-03-31;67;0;2999
342416;74290;VALLORCINE;2022-09-30;3;0;549
342420;74291;VANZY;2022-06-30;6;0;444
342423;74292;VAULX;2022-06-30;21;0;1145
342425;74293;VEIGY-FONCENEX;2022-09-30;96;0;3751
342431;74294;VERCHAIX;2022-06-30;16;0;903
342435;74296;VERS;2022-09-30;27;0;992
342440;74297;VERSONNEX;2023-03-31;18;0;712
342444;74298;VÉTRAZ-MONTHOUX;2023-03-31;292;4;9903
342448;74299;VEYRIER-DU-LAC;2022-12-31;127;0;2598
342451;74302;LES VILLARDS-SUR-THÔNES;2022-12-31;10;0;1356
342457;74303;VILLAZ;2023-03-31;105;0;3584
342462;74304;VILLE-EN-SALLAZ;2023-03-31;28;0;1054
342466;74305;VILLE-LA-GRAND;2023-03-31;262;1;9735
342469;74306;VILLY-LE-BOUVERET;2023-03-31;24;0;754
342473;74307;VILLY-LE-PELLOUX;2023-03-31;39;0;1070
342476;74308;VINZIER;2023-03-31;17;0;1127
342480;74310;VIUZ-LA-CHIÉSAZ;2022-09-30;21;0;1443
342484;74311;VIUZ-EN-SALLAZ;2022-06-30;88;0;5497
342489;74312;VOUGY;2022-03-31;18;0;1899
342492;74313;VOVRAY-EN-BORNES;2023-03-31;18;0;611
342497;74314;VULBENS;2023-03-31;45;0;1906
342500;74315;YVOIRE;2022-03-31;23;0;1123
342509;75056;PARIS ND;2023-03-31;2;0;6
342512;75101;PARIS 1ER ARRONDISSEMENT;2022-03-31;981;2;12666
342514;75102;PARIS 2E ARRONDISSEMENT;2022-06-30;1252;0;18669
342518;75103;PARIS 3E ARRONDISSEMENT;2022-09-30;511;0;13168
342521;75104;PARIS 4E ARRONDISSEMENT;2022-12-31;530;0;12816
342523;75105;PARIS 5E ARRONDISSEMENT;2022-06-30;636;2;23962
342526;75106;PARIS 6E ARRONDISSEMENT;2022-12-31;894;0;21293
342528;75107;PARIS 7E ARRONDISSEMENT;2022-09-30;2039;8;64763
342532;75108;PARIS 8E ARRONDISSEMENT;2023-03-31;10265;2;74221
342533;75109;PARIS 9E ARRONDISSEMENT;2020-12-31;934;1;37267
342538;75111;PARIS 11E ARRONDISSEMENT;2023-03-31;3611;89;59391
342541;75112;PARIS 12E ARRONDISSEMENT;2021-12-31;1646;9;63921
342545;75113;PARIS 13E ARRONDISSEMENT;2023-03-31;3289;13;88299
342548;75114;PARIS 14E ARRONDISSEMENT;2022-09-30;1387;3;59151
342550;75115;PARIS 15E ARRONDISSEMENT;2021-06-30;2373;11;117499
342553;75116;PARIS 16E ARRONDISSEMENT;2022-12-31;5983;4;114864
342558;75117;PARIS 17E ARRONDISSEMENT;2023-03-31;4312;5;93320
342561;75118;PARIS 18E ARRONDISSEMENT;2022-12-31;1037;9;71873
342564;75119;PARIS 19E ARRONDISSEMENT;2023-03-31;1151;5;87156
342566;75120;PARIS 20E ARRONDISSEMENT;2022-09-30;819;8;78200
342576;76001;ALLOUVILLE-BELLEFOSSE;2022-09-30;18;0;1237
342581;76002;ALVIMARE;2023-03-31;9;0;677
342587;76004;AMBRUMESNIL;2022-12-31;1;0;541
342591;76005;AMFREVILLE-LA-MI-VOIE;2022-12-31;40;0;3039
342594;76006;AMFREVILLE-LES-CHAMPS;2022-06-30;1;0;172
342595;76007;ANCEAUMEVILLE;2021-09-30;4;0;676
342598;76008;ANCOURT;2022-03-31;10;0;685
342599;76009;ANCOURTEVILLE-SUR-HÉRICOURT;2021-09-30;0;0;321
342603;76010;ANCRETIÉVILLE-SAINT-VICTOR;2023-03-31;1;0;393
342606;76011;ANCRETTEVILLE-SUR-MER;2023-03-31;3;0;211
342609;76012;ANGERVILLE-BAILLEUL;2023-03-31;4;0;257
342613;76013;ANGERVILLE-LA-MARTEL;2022-09-30;13;0;1087
342618;76014;ANGERVILLE-L'ORCHER;2023-03-31;26;0;1464
342620;76015;ANGIENS;2022-12-31;9;0;637
342624;76016;ANGLESQUEVILLE-LA-BRAS-LONG;2023-03-31;4;0;172
342626;76017;ANGLESQUEVILLE-L'ESNEVAL;2023-03-31;13;0;622
342628;76018;VAL-DE-SAÂNE;2022-12-31;16;0;1489
342633;76019;ANNEVILLE-SUR-SCIE;2022-06-30;5;0;466
342634;76020;ANNEVILLE-AMBOURVILLE;2022-12-31;13;0;1336
342640;76021;ANNOUVILLE-VILMESNIL;2022-12-31;4;0;529
342642;76022;ANQUETIERVILLE;2022-09-30;0;0;357
342647;76023;ANVÉVILLE;2022-12-31;4;0;324
342650;76024;ARDOUVAL;2022-12-31;1;0;193
342653;76025;ARGUEIL;2022-09-30;2;0;429
342654;76026;ARQUES-LA-BATAILLE;2021-06-30;12;0;2334
342658;76028;AUBÉGUIMONT;2022-12-31;3;0;232
342661;76029;AUBERMESNIL-AUX-ÉRABLES;2021-06-30;0;0;224
342662;76030;AUBERMESNIL-BEAUMAIS;2022-03-31;8;0;522
342664;76032;AUBERVILLE-LA-MANUEL;2022-09-30;2;0;148
342666;76033;AUBERVILLE-LA-RENAULT;2022-06-30;7;0;485
342669;76034;VAL-DE-SCIE;2022-03-31;15;0;2493
342674;76036;AUPPEGARD;2023-03-31;12;0;768
342675;76038;AUTHIEUX-RATIÉVILLE;2023-03-31;7;0;525
342679;76039;LES AUTHIEUX-SUR-LE-PORT-SAINT-OUEN;2023-03-31;34;0;1216
342682;76040;AUTIGNY;2022-06-30;4;0;253
342685;76041;LES HAUTS-DE-CAUX;2022-09-30;14;0;1425
342691;76042;AUVILLIERS;2022-09-30;0;0;120
342695;76043;AUZEBOSC;2023-03-31;26;0;1026
342696;76045;AUZOUVILLE-L'ESNEVAL;2022-12-31;4;0;427
342700;76046;AUZOUVILLE-SUR-RY;2023-03-31;23;1;756
342704;76047;AUZOUVILLE-SUR-SAÂNE;2022-12-31;0;0;200
342709;76048;AVESNES-EN-BRAY;2023-03-31;0;0;348
342715;76049;AVESNES-EN-VAL;2023-03-31;2;0;312
342720;76050;AVREMESNIL;2022-09-30;10;0;1065
